desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
441403202500040,http://www.animal.go.kr/files/shelter/2025/02/202503111703784_s.jpg,2025-03-11,의왕시 도시농업과에서 인수,[개] 믹스견,흰색,2025(60일미만)(년생),3(Kg),경기-의왕-2025-00010,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703784.jpg,보호중,F,N,겁많음,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) ,경기도 의왕시,의왕시청,031-345-2383
441402202500118,http://www.animal.go.kr/files/shelter/2025/02/202503111403586[2]_s.jpg,2025-03-11,군포시청에서 인수,[개] 믹스견,흰색,2025(년생),2(Kg),경기-군포-2025-00036,2025-03-11,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111403586[2].jpg,보호중,M,N,"1개월추정,대형견애기,순함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) ,경기도 군포시,군포시 동물보호담당,031-390-0311
441401202500090,http://www.animal.go.kr/files/shelter/2025/02/202503111103871[1]_s.jpg,2025-03-11,목감중앙로 45,[개] 잉글리쉬 세터,"기타(갈,흰)",2023(년생),19(Kg),경기-시흥-2025-00090,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111103871[1].jpg,보호중,M,N,"사람 손길에 익숙하며 착함, 호기심이 많고 밝은 성격, 노란색 목줄 착용상태로 발견",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,황재민,031-310-2247
441401202500089,http://www.animal.go.kr/files/shelter/2025/02/20250311110386[1]_s.jpg,2025-03-11,포동 70번지,[개] 믹스견,"기타(검,갈,흰)",2025(년생),2.8(Kg),경기-시흥-2025-00089,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311110386[1].jpg,보호중,F,N,"2개월령 추정, 매력적인 호피무늬, 귀여움을 타고난 사랑둥이 꼬물이, 다리골절 상태로 입소",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,황재민,031-310-2247
441400202500061,http://www.animal.go.kr/files/shelter/2025/02/202503111503438_s.jpg,2025-03-11,양산동 늘푸른오스카빌 근처,[개] 빠삐용(콘티넨탈 토이 스파니엘),검정&흰색,2016(년생),6(Kg),경기-오산-2025-00054,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503438.jpg,보호중,M,Y,목걸이.목줄없이 발견됐습니다,오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,정재훈,031-8036-7643
441399202500189,http://www.animal.go.kr/files/shelter/2025/02/202503111403140_s.jpg,2025-03-11,남양주시 진건읍 양진로 556,[개] 믹스견,흰색,2016(년생),3(Kg),경기-남양주-2025-00104,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403140.jpg,보호중,M,Y,차분한 노령견아이 ,남양주시동물보호센터,031-579-3604,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,한예주,031-590-2324
441394202500349,http://www.animal.go.kr/files/shelter/2025/02/202503111003848_s.jpg,2025-03-11,성석동1321-23 부근,[개] 믹스견,검정&흰색,2024(년생),6(Kg),경기-고양-2025-00154,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003848.jpg,보호중,F,N,자견,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,박광식,031-8075-4657
441394202500348,http://www.animal.go.kr/files/shelter/2025/02/202503111003751_s.jpg,2025-03-11,성석동1321-23 부근,[개] 믹스견,옅은 황색,2024(년생),7(Kg),경기-고양-2025-00153,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003751.jpg,보호중,M,N,자견,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,박광식,031-8075-4657
441393202500259,http://www.animal.go.kr/files/shelter/2025/02/202503111603891_s.jpg,2025-03-11,신길동 1058-4 부근,[개] 믹스견,갈색&검정&흰색,2023(년생),6(Kg),경기-안산-2025-00120,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111603891.jpg,보호중,F,N,"검정목줄,겁많음",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,임현아,031-481-3391
441393202500256,http://www.animal.go.kr/files/shelter/2025/02/202503111403353_s.jpg,2025-03-11,선감동 불도길 84 부근,[개] 믹스견,흰색,2024(년생),6(Kg),경기-안산-2025-00119,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403353.jpg,보호중,F,U,"순한데 겁많음,파란목줄",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,임현아,031-481-3391
441393202500255,http://www.animal.go.kr/files/shelter/2025/02/202503111403843_s.jpg,2025-03-11,와동체육공원 주차장,[개] 믹스견,갈색&흰색,2024(년생),3(Kg),경기-안산-2025-00118,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403843.jpg,보호중,M,N,순함,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,임현아,031-481-3391
441391202500388,http://www.animal.go.kr/files/shelter/2025/02/202503111403864_s.jpg,2025-03-11,신장동 : 신장로 90번길 20,[개] 말티즈,흰색,2018(년생),2(Kg),경기-평택-2025-00335,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403864.jpg,보호중,F,U,"치석이 많이 있고 이가 몇개 빠진 상태, 순하고 사람을 잘 따름",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
441391202500385,http://www.animal.go.kr/files/shelter/2025/02/202503111403960_s.jpg,2025-03-11,고덕면 : 고덕동 1723,[개] 시바,황갈색,2020(년생),13(Kg),경기-평택-2025-00332,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403960.jpg,보호중,M,N,"순하고 사람을 잘 따름, 관리가 잘 되어 있음",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
441391202500384,http://www.animal.go.kr/files/shelter/2025/02/202503111403255_s.jpg,2025-03-11,서탄면 : 서탄로 236-38,[개] 믹스견,갈색&검정,2025(년생),5(Kg),경기-평택-2025-00331,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111403255.jpg,보호중,F,N,"8개월 추정, 경계심이 많음",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
441390202500102,http://www.animal.go.kr/files/shelter/2025/02/202503111403617_s.jpg,2025-03-11,광명시청에서 인수,[개] 믹스견,흰색,2024(년생),5(Kg),경기-광명-2025-00024,2025-03-11,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111403617.jpg,보호중,F,U,"순함,다리골절",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,경기도 광명시,권강혁,02-2680-2329
441378202500116,http://www.animal.go.kr/files/shelter/2025/02/20250311170333[1]_s.jpg,2025-03-11,야탑동290-1,[개] 믹스견,흰색,2024(년생),7(Kg),경기-성남-2025-00081,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170333[1].jpg,보호중,M,N,"말티스 믹스추정, 귓병",펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,이은진,031-729-3289
441374202500094,http://www.animal.go.kr/files/shelter/2025/02/20250311150347_s.jpg,2025-03-11,권선구 구운로47번길 57-33(구운동),[개] 스피츠,흰색,2016(년생),6.50(Kg),경기-수원-2025-00071,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311150347.jpg,보호중,F,U,"하네스 착용, 내장형 무선식별장치 있음",수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,서승원,031-228-3328
441374202500093,http://www.animal.go.kr/files/shelter/2025/02/202503111503824_s.jpg,2025-03-11,권선구 세권로77번길 13(세류동),[개] 진도견,기타(흑갈색),2016(년생),17.00(Kg),경기-수원-2025-00070,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503824.jpg,종료(반환),F,U,"목줄착용, 내장형무선식별장치 있음",수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,서승원,031-228-3328
430364202500046,http://www.animal.go.kr/files/shelter/2025/02/202503111803135_s.jpg,2025-03-11,중앙시장 부근,[개] 믹스견,회색,2023(년생),12(Kg),대전-동구-2025-00047,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111803135.png,보호중,F,U,미용,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,안민영,042-251-6724
429363202500063,http://www.animal.go.kr/files/shelter/2025/02/202503111703372[1]_s.jpg,2025-03-11,광산구 비아동 119,[개] 믹스견,흰색,2021(년생),18(Kg),광주-광산-2025-00063,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703372[1].jpg,보호중,F,U,"25-0157 찹쌀, 매우 순함",광주동물보호센터,062-613-6770,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,광주광역시 광산구,박샘,062-960-8513
429362202500048,http://www.animal.go.kr/files/shelter/2025/02/202503111703820_s.jpg,2025-03-11,북구 문흥119,[개] 포메라니안,갈색,2023(년생),3(Kg),광주-북구-2025-00048,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703820.jpg,보호중,M,Y,"25-0156 꾸미/ 옷착용(하늘색), 칩없음",광주동물보호센터,062-613-6770,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,광주광역시 북구,김이연,062-410-6557
429360202500032,http://www.animal.go.kr/files/shelter/2025/02/202503111803301_s.jpg,2025-03-11,서구 매월동,[개] 라브라도 리트리버,크림색,2019(년생),20(Kg),광주-서구-2025-00032,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111803301.jpg,보호중,M,N,"25-0158 도넛, 칩없음",광주동물보호센터,062-613-6770,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,광주광역시 서구,김가영,062-360-7684
428356202500198,http://www.animal.go.kr/files/shelter/2025/02/202503111503512_s.jpg,2025-03-11,석남동 175-44,[개] 믹스견,흰색&황갈색,2022(년생),13(Kg),인천-서구-2025-00183,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111503512.jpg,보호중,F,U,"전봇대 3일동안 묶인채 방치.목줄,리드줄착용.예민함.손 무서워함.순한편.",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902
428356202500197,http://www.animal.go.kr/files/shelter/2025/02/202503111003909_s.jpg,2025-03-11,가정동 556,[개] 비숑 프리제,흰색,2024(년생),3.3(Kg),인천-서구-2025-00182,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111003909.jpg,보호중,F,U,털 심하게 엉킴. 부분미용됨. 많이 마름. 순함. 사람좋아함. 귀여움.,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902
428354202500109,http://www.animal.go.kr/files/shelter/2025/02/202503111703975[1]_s.jpg,2025-03-11,삼산중학교 운동장,[개] 믹스견,흰색,2023(년생),6(Kg),인천-부평-2025-00105,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703975[1].jpg,보호중,F,N,온순하고 조용함,늘푸른동물병원,032-507-0075,인천광역시 부평구 후정동로 60 (삼산동) ,인천광역시 부평구,이보경,032-509-6554
427514202500069,http://www.animal.go.kr/files/shelter/2025/02/202503111703517[2]_s.jpg,2025-03-11,군위읍 무성리,[개] 믹스견,갈색,2023(년생),12(Kg),대구-군위-2025-00068,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703517[2].jpg,보호중,F,N,순한데 겁이 좀 있음,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500068,http://www.animal.go.kr/files/shelter/2025/02/20250311170325_s.jpg,2025-03-11,군위읍 무성리,[개] 믹스견,흰색,2025(년생),6(Kg),대구-군위-2025-00067,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170325.jpg,보호중,F,N,순한데 겁이 좀 있음,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500067,http://www.animal.go.kr/files/shelter/2025/02/202503111703365_s.jpg,2025-03-11,군위읍 무성리,[개] 믹스견,갈색,2022(년생),12(Kg),대구-군위-2025-00066,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703365.jpg,보호중,F,N,순한데 겁이 좀 있음,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500066,http://www.animal.go.kr/files/shelter/2025/02/20250311170351_s.jpg,2025-03-11,삼국유사면 화수리,[개] 시바,황갈색,2017(년생),8(Kg),대구-군위-2025-00065,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170351.jpg,보호중,M,N,순하고 사람 엄청 잘 따름,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500065,http://www.animal.go.kr/files/shelter/2025/02/20250311170317_s.jpg,2025-03-11,효령면 화계리,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),3(Kg),대구-군위-2025-00064,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170317.jpg,보호중,F,N,순하고 사람 엄청 잘 따름,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500064,http://www.animal.go.kr/files/shelter/2025/02/20250311170394[2]_s.jpg,2025-03-11,효령면 화계리,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),3(Kg),대구-군위-2025-00063,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/20250311170394[2].jpg,보호중,F,N,순하고 사람 엄청 잘 따름,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
427514202500063,http://www.animal.go.kr/files/shelter/2025/02/202503111703147_s.jpg,2025-03-11,효령면 화계리,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),3(Kg),대구-군위-2025-00062,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111703147.jpg,보호중,F,N,순하고 사람 엄청 잘 따름,군위종합동물병원,010-5121-3193,대구광역시 군위군 군위읍 군청로 49-18  ,대구광역시 군위군,김민재,054-380-6297
426336202500037,http://www.animal.go.kr/files/shelter/2025/02/202503111803935_s.jpg,2025-03-11,부산광역시 강서구 강서구청역 5번 출구,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),12(Kg),부산-강서-2025-00036,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111803935.jpg,보호중,F,N,사람을 따르고 유기된지 조금 오래된 것으로 추정,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,부산광역시 강서구,차현수,051-970-4815
411314202500039,http://www.animal.go.kr/files/shelter/2025/02/202503111203993_s.jpg,2025-03-11,곰달래로5길37인근,[개] 비숑 프리제,흰색,2023(년생),6.3(Kg),서울-양천-2025-00012,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503111203993.jpg,보호중,F,N,치석없고미용되어있으며눈물자국있고온순하고잘따르며조용한편임,강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층,서울특별시 양천구,동물보호팀,02-2620-4915
411305202500050,http://www.animal.go.kr/files/shelter/2025/02/202503110903784_s.jpg,2025-03-11,장한로 26다길 84,[개] 말티즈,흰색,2022(년생),3(Kg),서울-동대문-2025-00051,2025-03-11,2025-03-21,http://www.animal.go.kr/files/shelter/2025/02/202503110903784.jpg,보호중,M,N,사람의 관심을 좋아하는 순한 아이,동대문구청,02-2127-4741,서울특별시 동대문구 천호대로 145 (용두동) ,서울특별시 동대문구,김영재,02-2127-4741
430366202500112,http://www.animal.go.kr/files/shelter/2025/02/202503111103673_s.jpg,2025-03-11,봉곡동 409,[개] 믹스견,기타(흰색),2022(년생),12(Kg),대전-서구-2025-00044,2025-03-10,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202503111103673.jpg,보호중,F,U, ,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 서구,권혁언,042-288-2483
447510202500202,http://www.animal.go.kr/files/shelter/2025/02/202503111403908_s.jpg,2025-03-10,영천시 화남면 유천길 70-5,[개] 믹스견,갈색,2017(년생),5(Kg),경북-영천-2025-00084,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111403908.jpg,보호중,F,N,순한 성격,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",경상북도 영천시,서보훈,054-339-7177
447510202500201,http://www.animal.go.kr/files/shelter/2025/02/202503111403418_s.jpg,2025-03-10,영천시 화남면 유천길 70-5,[개] 믹스견,옅은 황색,2021(년생),10(Kg),경북-영천-2025-00083,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503111403418.jpg,보호중,F,N,경계심이 많고 겁이 많은 성격,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",경상북도 영천시,서보훈,054-339-7177
445468202500443,http://www.animal.go.kr/files/shelter/2025/02/202503120003807_s.jpg,2025-03-10,익산시서동로40길,[개] 진도견,기타(흰색),2025(60일미만)(년생),2(Kg),전북-익산-2025-00300,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120003807.jpg,보호중,F,N,생후2개월정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,주온유,063-859-5769
445468202500442,http://www.animal.go.kr/files/shelter/2025/02/202503120003976_s.jpg,2025-03-10,익산시서동로40길,[개] 믹스견,기타(흰갈색),2025(60일미만)(년생),2(Kg),전북-익산-2025-00299,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120003976.jpg,보호중,F,N,생후2개월정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,주온유,063-859-5769
445468202500441,http://www.animal.go.kr/files/shelter/2025/02/202503120003511_s.jpg,2025-03-10,익산시서동로40길,[개] 진도견,기타(흰색),2025(60일미만)(년생),2(Kg),전북-익산-2025-00298,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120003511.jpg,보호중,M,N,생후2개월정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,주온유,063-859-5769
445468202500440,http://www.animal.go.kr/files/shelter/2025/02/202503120003186_s.jpg,2025-03-10,익산시서동로40길,[개] 진도견,기타(흰색),2025(60일미만)(년생),2(Kg),전북-익산-2025-00297,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120003186.jpg,보호중,M,N,생후2개월정도 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,주온유,063-859-5769
444454202500204,http://www.animal.go.kr/files/shelter/2025/02/202503120903553_s.jpg,2025-03-10,논산시 연산면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),1.20(Kg),충남-논산-2025-00180,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903553.jpg,보호중,M,U,5마리 구조,논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
444454202500203,http://www.animal.go.kr/files/shelter/2025/02/202503120903809_s.jpg,2025-03-10,논산시 연산면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),1.00(Kg),충남-논산-2025-00179,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903809.jpg,보호중,M,U,5마리 구조,논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
444454202500202,http://www.animal.go.kr/files/shelter/2025/02/202503120903617_s.jpg,2025-03-10,논산시 연산면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),0.80(Kg),충남-논산-2025-00178,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903617.jpg,보호중,M,U,5마리 구조,논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
444454202500201,http://www.animal.go.kr/files/shelter/2025/02/202503120903333_s.jpg,2025-03-10,논산시 연산면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),0.70(Kg),충남-논산-2025-00177,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903333.jpg,보호중,F,U,5마리 구조,논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
444454202500200,http://www.animal.go.kr/files/shelter/2025/02/202503120903671_s.jpg,2025-03-10,논산시 연산면,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),1.10(Kg),충남-논산-2025-00176,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903671.jpg,보호중,F,U,5마리 구조,논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
444454202500199,http://www.animal.go.kr/files/shelter/2025/02/202503120903936_s.jpg,2025-03-10,논산시 은진면,[개] 믹스견,갈색,2017(년생),5.20(Kg),충남-논산-2025-00175,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903936.jpg,보호중,F,U,"모질 상태 불량, 칩 있음",논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,이효정,041-746-8470
442419202500142,http://www.animal.go.kr/files/shelter/2025/02/202503121003396_s.jpg,2025-03-10,단계공원부근,[개] 푸들,갈색,2024(년생),2(Kg),강원-원주-2025-00142,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121003396.jpg,보호중,M,N,"움직임이 서툴고, 잘 넘어짐",원주시동물보호센터,033-731-1119,강원특별자치도 원주시 호저면 칠봉로 109-17  ,강원특별자치도 원주시,원주시,033-737-4443
442419202500141,http://www.animal.go.kr/files/shelter/2025/02/202503121003754_s.jpg,2025-03-10,흥업분지동길 79-16,[개] 믹스견,갈색&검정,2025(60일미만)(년생),1.2(Kg),강원-원주-2025-00141,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503121003754.jpg,보호중,F,N,2개월미만,원주시동물보호센터,033-731-1119,강원특별자치도 원주시 호저면 칠봉로 109-17  ,강원특별자치도 원주시,원주시,033-737-4443
441408202500527,http://www.animal.go.kr/files/shelter/2025/02/202503101803528_s.jpg,2025-03-10,석하리 배티로,[개] 믹스견,호반색(호랑이무늬),2025(년생),10.5(Kg),경기-안성-2025-00131,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503101803528.jpg,보호중,F,N,2마리 같이 들어옴 ,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441408202500526,http://www.animal.go.kr/files/shelter/2025/02/202503101803579_s.jpg,2025-03-10,석하리 배티로,[개] 믹스견,호반색(호랑이무늬),2025(년생),11(Kg),경기-안성-2025-00130,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503101803579.jpg,보호중,F,N,2마리 같이 들어옴 ,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441408202500525,http://www.animal.go.kr/files/shelter/2025/02/202503101803277_s.jpg,2025-03-10,옥산동 557 광신아파트,[개] 믹스견,흰색,2021(년생),4.8(Kg),경기-안성-2025-00129,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503101803277.jpg,보호중,M,N,매우소심함,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441408202500524,http://www.animal.go.kr/files/shelter/2025/02/202503101803379_s.jpg,2025-03-10,새터길 74 성요셉의집,[개] 믹스견,황갈색,2023(년생),15(Kg),경기-안성-2025-00128,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503101803379.jpg,보호중,F,N,"목에 상처있음, 소심함",이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441408202500523,http://www.animal.go.kr/files/shelter/2025/02/202503101803912_s.jpg,2025-03-10,상마정앞길 34-1,[개] 믹스견,호반색(호랑이무늬),2024(년생),4.36(Kg),경기-안성-2025-00127,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503101803912.jpg,보호중,M,N,소심함,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
428355202500068,http://www.animal.go.kr/files/shelter/2025/02/202503102203694_s.jpg,2025-03-10,동양동 원촌초교 공사장,[개] 포메라니안,기타(연갈색),2012(년생),4.5(Kg),인천-계양-2025-00069,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503102203694.jpg,보호중,M,Y,"앞이빨 빠져있슴,치석많음",신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,인천광역시 계양구,계양구,032-450-6844
426330202500016,http://www.animal.go.kr/files/shelter/2025/02/202503120903206_s.jpg,2025-03-10,온천지구대,[개] 믹스견,검정&흰색,2022(년생),5.7(Kg),부산-동래-2025-00016,2025-03-12,2025-03-24,http://www.animal.go.kr/files/shelter/2025/02/202503120903206.jpg,보호중,F,U,"순함, 겁 많음",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 동래구,정지혜,051-550-4834
